specimen_id,IAgroup
IYS2022-TINRO-3-22-Trawl-153-274,Western_AK_BBay
IYS2022-TINRO-3-22-Trawl-154-279,Cook_Inlet
IYS2022-TINRO-3-22-Trawl-153-275,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-22-Trawl-154-280,BC_WA
IYS2022-TINRO-3-22-Trawl-154-281,PWS_CopperR_SEAK
IYS2022-TINRO-3-22-Trawl-154-282,BC_WA
IYS2022-TINRO-3-22-Trawl-154-283,BC_WA
IYS2022-TINRO-3-22-Trawl-154-285,BC_WA
IYS2022-TINRO-3-22-Trawl-154-286,BC_WA
IYS2022-TINRO-3-22-Trawl-154-287,PWS_CopperR_SEAK
IYS2022-TINRO-3-22-Trawl-154-288,BC_WA
IYS2022-TINRO-3-22-Trawl-154-289,PWS_CopperR_SEAK
IYS2022-TINRO-3-23-Trawl-159-290,Cook_Inlet
IYS2022-TINRO-3-23-Trawl-159-291,Western_AK_BBay
IYS2022-TINRO-3-23-Trawl-159-292,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-23-Trawl-159-293,Western_AK_BBay
IYS2022-TINRO-3-23-Trawl-159-294,Western_AK_BBay
IYS2022-TINRO-3-23-Trawl-159-295,BC_WA
IYS2022-TINRO-3-23-Trawl-159-302,BC_WA
IYS2022-TINRO-3-23-Trawl-160-301,BC_WA
IYS2022-TINRO-3-23-Trawl-159-303,Cook_Inlet
IYS2022-TINRO-3-23-Trawl-159-296,BC_WA
IYS2022-TINRO-3-23-Trawl-159-297,BC_WA
IYS2022-TINRO-3-23-Trawl-159-298,Western_AK_BBay
IYS2022-TINRO-3-23-Trawl-159-299,Western_AK_BBay
IYS2022-TINRO-3-23-Trawl-159-300,Western_AK_BBay
IYS2022-TINRO-3-24-Trawl-165-308,PWS_CopperR_SEAK
IYS2022-TINRO-3-24-Trawl-166-309,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-25-Trawl-177-317,Cook_Inlet
IYS2022-TINRO-3-25-Trawl-177-318,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-25-Trawl-177-320,Cook_Inlet
IYS2022-TINRO-3-25-Trawl-177-321,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-25-Trawl-177-322,Cook_Inlet
IYS2022-TINRO-3-25-Trawl-177-323,BC_WA
IYS2022-TINRO-3-25-Trawl-177-324,PWS_CopperR_SEAK
IYS2022-TINRO-3-25-Trawl-177-326,Cook_Inlet
IYS2022-TINRO-3-26-Trawl-183-377,Cook_Inlet
IYS2022-TINRO-3-26-Trawl-183-379,PWS_CopperR_SEAK
IYS2022-TINRO-3-26-Trawl-183-380,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-381,Cook_Inlet
IYS2022-TINRO-3-26-Trawl-183-382,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-383,Cook_Inlet
IYS2022-TINRO-3-26-Trawl-183-425,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-384,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-426,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-385,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-386,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-387,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-388,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-389,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-390,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-391,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-392,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-393,PWS_CopperR_SEAK
IYS2022-TINRO-3-26-Trawl-183-394,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-395,PWS_CopperR_SEAK
IYS2022-TINRO-3-26-Trawl-183-397,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-398,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-400,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-401,BC_WA
IYS2022-TINRO-3-26-Trawl-183-403,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-404,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-405,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-407,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-408,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-409,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-410,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-26-Trawl-183-411,Cook_Inlet
IYS2022-TINRO-3-26-Trawl-183-413,BC_WA
IYS2022-TINRO-3-26-Trawl-183-415,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-417,BC_WA
IYS2022-TINRO-3-26-Trawl-183-427,PWS_CopperR_SEAK
IYS2022-TINRO-3-26-Trawl-183-418,BC_WA
IYS2022-TINRO-3-26-Trawl-183-419,Cook_Inlet
IYS2022-TINRO-3-26-Trawl-183-420,Western_AK_BBay
IYS2022-TINRO-3-26-Trawl-183-422,Western_AK_BBay
IYS2022-TINRO-3-27-Trawl-191-439,PWS_CopperR_SEAK
IYS2022-TINRO-3-27-Trawl-192-440,Western_AK_BBay
IYS2022-TINRO-3-28-Trawl-201-443,Cook_Inlet
IYS2022-TINRO-3-28-Trawl-202-444,Western_AK_BBay
IYS2022-TINRO-3-28-Trawl-202-445,PWS_CopperR_SEAK
IYS2022-TINRO-3-28-Trawl-201-449,Western_AK_BBay
IYS2022-TINRO-3-28-Trawl-202-446,Cook_Inlet
IYS2022-TINRO-3-28-Trawl-202-447,Western_AK_BBay
IYS2022-TINRO-3-28-Trawl-202-448,BC_WA
IYS2022-TINRO-3-29-Trawl-211-454,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-29-Trawl-211-455,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-29-Trawl-212-470,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-471,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-211-456,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-211-458,PWS_CopperR_SEAK
IYS2022-TINRO-3-29-Trawl-212-472,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-473,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-474,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-475,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-476,BC_WA
IYS2022-TINRO-3-29-Trawl-212-478,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-479,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-480,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-481,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-482,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-483,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-212-484,AK_Pen_Kodiak_Afognak
IYS2022-TINRO-3-29-Trawl-212-468,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-211-459,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-211-460,PWS_CopperR_SEAK
IYS2022-TINRO-3-29-Trawl-212-469,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-211-461,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-211-462,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-211-463,PWS_CopperR_SEAK
IYS2022-TINRO-3-29-Trawl-211-464,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-211-465,BC_WA
IYS2022-TINRO-3-29-Trawl-211-466,Western_AK_BBay
IYS2022-TINRO-3-29-Trawl-211-467,Western_AK_BBay
IYS2022-TINRO-3-30-Trawl-216-486,Western_AK_BBay
IYS2022-TINRO-3-30-Trawl-216-488,Western_AK_BBay
IYS2022-TINRO-3-30-Trawl-216-489,Western_AK_BBay
IYS2022-TINRO-3-30-Trawl-217-490,Cook_Inlet
IYS2022-TINRO-3-30-Trawl-217-491,Western_AK_BBay
IYS2022-TINRO-3-30-Trawl-217-492,Western_AK_BBay
IYS2022-TINRO-3-31-Trawl-221-494,BC_WA
IYS2022-TINRO-3-31-Trawl-221-495,Cook_Inlet
IYS2022-TINRO-3-31-Trawl-221-496,Western_AK_BBay
IYS2022-TINRO-3-32-Trawl-226-502,Western_AK_BBay
IYS2022-TINRO-3-32-Trawl-226-503,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-2-Trawl-3-9,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-11,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-12,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-13,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-14,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-15,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-17,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-18,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-19,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-21,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-22,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-23,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-24,Western_AK_BBay
IYS2022-NW-2-2-Trawl-3-35,Cook_Inlet
IYS2022-NW-2-3-Trawl-3-3,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-5,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-6,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-7,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-8,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-9,Western_AK_BBay
IYS2022-NW-2-3-Trawl-3-11,Western_AK_BBay
IYS2022-NW-2-4-Trawl-2-1,Western_AK_BBay
IYS2022-NW-2-4-Trawl-2-2,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-24,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-25,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-26,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-27,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-28,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-5-Trawl-2-29,Western_AK_BBay
IYS2022-NW-2-5-Trawl-2-30,Cook_Inlet
IYS2022-NW-2-5-Trawl-2-31,BC_WA
IYS2022-NW-2-6-Trawl-3-33,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-6-Trawl-3-34,Western_AK_BBay
IYS2022-NW-2-6-Trawl-3-35,Western_AK_BBay
IYS2022-NW-2-6-Trawl-3-38,Cook_Inlet
IYS2022-NW-2-6-Trawl-3-39,Western_AK_BBay
IYS2022-NW-2-6-Trawl-3-43,Cook_Inlet
IYS2022-NW-2-6-Trawl-3-44,Cook_Inlet
IYS2022-NW-2-6-Trawl-3-45,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-2,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-3,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-4,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-5,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-6,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-7,BC_WA
IYS2022-NW-2-7-Trawl-2-8,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-9,Western_AK_BBay
IYS2022-NW-2-7-Trawl-2-10,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-1,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-2,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-3,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-4,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-5,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-6,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-7,Western_AK_BBay
IYS2022-NW-2-8-Trawl-4-8,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-1,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-2,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-3,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-4,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-5,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-6,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-7,Western_AK_BBay
IYS2022-NW-2-11-Trawl-1-8,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-1,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-2,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-3,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-4,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-5,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-6,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-7,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-8,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-9,Western_AK_BBay
IYS2022-NW-2-12-Trawl-4-10,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-27,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-28,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-29,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-30,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-13-Trawl-5-31,Russia
IYS2022-NW-2-13-Trawl-5-32,Cook_Inlet
IYS2022-NW-2-13-Trawl-5-33,Western_AK_BBay
IYS2022-NW-2-13-Trawl-5-34,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-1,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-14-Trawl-3-2,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-3,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-5,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-6,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-8,Cook_Inlet
IYS2022-NW-2-14-Trawl-3-9,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-10,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-11,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-12,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-13,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-15,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-16,BC_WA
IYS2022-NW-2-14-Trawl-3-17,BC_WA
IYS2022-NW-2-14-Trawl-3-20,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-21,Cook_Inlet
IYS2022-NW-2-14-Trawl-3-22,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-14-Trawl-3-23,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-24,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-25,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-26,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-26,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-27,Russia
IYS2022-NW-2-15-Trawl-4-29,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-15-Trawl-4-30,PWS_CopperR_SEAK
IYS2022-NW-2-15-Trawl-4-31,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-32,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-34,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-35,Western_AK_BBay
IYS2022-NW-2-15-Trawl-4-36,Western_AK_BBay
IYS2022-NW-2-14-Trawl-3-27,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-38,BC_WA
IYS2022-NW-2-16-Trawl-5-39,Cook_Inlet
IYS2022-NW-2-16-Trawl-5-40,Cook_Inlet
IYS2022-NW-2-16-Trawl-5-41,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-42,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-43,BC_WA
IYS2022-NW-2-16-Trawl-5-44,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-45,Western_AK_BBay
IYS2022-NW-2-16-Trawl-5-46,BC_WA
IYS2022-NW-2-16-Trawl-5-47,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-56,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-57,Cook_Inlet
IYS2022-NW-2-17-Trawl-3-58,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-17-Trawl-3-59,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-60,Russia
IYS2022-NW-2-17-Trawl-3-61,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-62,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-63,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-64,Cook_Inlet
IYS2022-NW-2-17-Trawl-3-66,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-67,Russia
IYS2022-NW-2-17-Trawl-3-68,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-69,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-70,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-71,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-72,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-17-Trawl-3-73,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-74,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-17-Trawl-3-75,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-76,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-77,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-78,Western_AK_BBay
IYS2022-NW-2-17-Trawl-3-79,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-77,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-78,Russia
IYS2022-NW-2-18-Trawl-3-80,Russia
IYS2022-NW-2-18-Trawl-3-81,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-82,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-83,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-84,Western_AK_BBay
IYS2022-NW-2-18-Trawl-3-85,Cook_Inlet
IYS2022-NW-2-19-Trawl-9-6,Western_AK_BBay
IYS2022-NW-2-19-Trawl-9-7,Western_AK_BBay
IYS2022-NW-2-19-Trawl-9-8,Western_AK_BBay
IYS2022-NW-2-19-Trawl-9-10,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-2,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-3,Russia
IYS2022-NW-2-20-Trawl-4-4,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-5,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-6,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-7,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-9,Russia
IYS2022-NW-2-20-Trawl-4-11,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-13,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-14,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-15,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-16,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-17,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-18,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-19,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-20,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-21,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-22,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-23,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-24,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-25,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-26,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-27,Cook_Inlet
IYS2022-NW-2-20-Trawl-4-28,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-29,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-20-Trawl-4-30,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-31,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-32,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-33,PWS_CopperR_SEAK
IYS2022-NW-2-20-Trawl-4-34,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-35,Western_AK_BBay
IYS2022-NW-2-20-Trawl-4-36,Russia
IYS2022-NW-2-21-Trawl-1-1,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-21-Trawl-1-2,Western_AK_BBay
IYS2022-NW-2-22-Trawl-3-48,Western_AK_BBay
IYS2022-NW-2-22-Trawl-3-49,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-9,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-8,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-7,Cook_Inlet
IYS2022-Shimada-4-3-Trawl-5-6,Cook_Inlet
IYS2022-Shimada-4-3-Trawl-5-5,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-4,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-3,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-12,Cook_Inlet
IYS2022-Shimada-4-3-Trawl-5-11,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-1,Western_AK_BBay
IYS2022-Shimada-4-25-Trawl-8-1,Cook_Inlet
IYS2022-Shimada-4-24-Trawl-12-9,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-24-Trawl-12-8,Western_AK_BBay
IYS2022-Shimada-4-24-Trawl-12-7,Western_AK_BBay
IYS2022-Shimada-4-24-Trawl-12-6,Cook_Inlet
IYS2022-Shimada-4-24-Trawl-12-5,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-24-Trawl-12-4,BC_WA
IYS2022-Shimada-4-24-Trawl-12-3,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-24-Trawl-12-2,BC_WA
IYS2022-Shimada-4-24-Trawl-12-10,Western_AK_BBay
IYS2022-Shimada-4-24-Trawl-12-1,Western_AK_BBay
IYS2022-Shimada-4-23-Trawl-6-4,Western_AK_BBay
IYS2022-Shimada-4-23-Trawl-6-3,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-23-Trawl-6-2,Western_AK_BBay
IYS2022-Shimada-4-23-Trawl-6-1,Western_AK_BBay
IYS2022-Shimada-4-22-Trawl-7-9,Cook_Inlet
IYS2022-Shimada-4-22-Trawl-7-8,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-22-Trawl-7-7,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-22-Trawl-7-6,BC_WA
IYS2022-Shimada-4-22-Trawl-7-5,PWS_CopperR_SEAK
IYS2022-Shimada-4-22-Trawl-7-4,BC_WA
IYS2022-Shimada-4-22-Trawl-7-3,Cook_Inlet
IYS2022-Shimada-4-22-Trawl-7-2,BC_WA
IYS2022-Shimada-4-22-Trawl-7-1,Cook_Inlet
IYS2022-Shimada-4-21-Trawl-10-7,BC_WA
IYS2022-Shimada-4-21-Trawl-10-6,Cook_Inlet
IYS2022-Shimada-4-21-Trawl-10-5,Western_AK_BBay
IYS2022-Shimada-4-21-Trawl-10-4,BC_WA
IYS2022-Shimada-4-21-Trawl-10-3,Cook_Inlet
IYS2022-Shimada-4-20-Trawl-7-1,PWS_CopperR_SEAK
IYS2022-Shimada-4-19-Trawl-9-4,Western_AK_BBay
IYS2022-Shimada-4-19-Trawl-9-3,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-19-Trawl-9-2,BC_WA
IYS2022-Shimada-4-19-Trawl-9-1,BC_WA
IYS2022-Shimada-4-18-Trawl-11-7,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-18-Trawl-11-6,Cook_Inlet
IYS2022-Shimada-4-18-Trawl-11-5,Western_AK_BBay
IYS2022-Shimada-4-18-Trawl-11-4,PWS_CopperR_SEAK
IYS2022-Shimada-4-18-Trawl-11-3,BC_WA
IYS2022-Shimada-4-18-Trawl-11-2,Western_AK_BBay
IYS2022-Shimada-4-17-Trawl-7-3,PWS_CopperR_SEAK
IYS2022-Shimada-4-17-Trawl-7-2,Western_AK_BBay
IYS2022-Shimada-4-17-Trawl-7-1,BC_WA
IYS2022-Shimada-4-16-Trawl-7-5,PWS_CopperR_SEAK
IYS2022-Shimada-4-16-Trawl-7-4,Western_AK_BBay
IYS2022-Shimada-4-16-Trawl-7-3,Western_AK_BBay
IYS2022-Shimada-4-16-Trawl-7-2,Western_AK_BBay
IYS2022-Shimada-4-16-Trawl-7-1,Western_AK_BBay
IYS2022-Shimada-4-15-Trawl-10-3,Western_AK_BBay
IYS2022-Shimada-4-15-Trawl-10-2,Western_AK_BBay
IYS2022-Shimada-4-15-Trawl-10-1,Western_AK_BBay
IYS2022-Shimada-4-14-Trawl-8-1,BC_WA
IYS2022-Shimada-4-12-Trawl-8-1,PWS_CopperR_SEAK
IYS2022-Franklin-5-49-138-Trawl-118-0001,PWS_CopperR_SEAK
IYS2022-Franklin-5-50-138-Trawl-118-0002,BC_WA
IYS2022-Franklin-5-50-138-Trawl-118-0004,BC_WA
IYS2022-Franklin-5-50-138-Trawl-118-0005,Western_AK_BBay
IYS2022-Franklin-5-50-138-Trawl-118-0006,Western_AK_BBay
IYS2022-Franklin-5-50-138-Trawl-118-0007,Western_AK_BBay
IYS2022-Franklin-5-50-138-Trawl-118-0008,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0009,BC_WA
IYS2022-Franklin-5-50-141-Trawl-118-0010,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0011,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0012,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0013,BC_WA
IYS2022-Franklin-5-49-141-Trawl-118-0014,PWS_CopperR_SEAK
IYS2022-Franklin-5-49-141-Trawl-118-0015,Western_AK_BBay
IYS2022-Franklin-5-49-141-Trawl-118-0017,Cook_Inlet
IYS2022-Franklin-5-49-141-Trawl-118-0018,Western_AK_BBay
IYS2022-Franklin-5-48-141-Trawl-118-0020,BC_WA
IYS2022-Franklin-5-48-144-Trawl-118-0022,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0023,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0024,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0025,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0026,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0027,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0028,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0029,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0030,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0032,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0033,AK_Pen_Kodiak_Afognak
IYS2022-Franklin-5-51-141-Trawl-118-0034,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0035,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0040,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0041,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0042,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0043,Western_AK_BBay
